"","lsoa01cd","slope_angle"
"0","E01000001",0.381047411199353
"1","E01000002",0.306504116827631
"2","E01000003",0.141909531492785
"3","E01000004",0.558693926259222
"4","E01000005",0.549732458662041
"5","E01000006",0.185168844961477
"6","E01000007",0.16021827548033
"7","E01000008",0.155259606011282
"8","E01000009",0.148517784785636
"9","E01000010",0.144953646769254
"10","E01000011",0.136300764727022
"11","E01000012",0.16021827548033
"12","E01000013",0.185797383307444
"13","E01000014",0.234491391230542
"14","E01000015",0.225518981382245
"15","E01000016",0.225756623322351
"16","E01000017",0.225756623322351
"17","E01000018",0.223221941719931
"18","E01000019",0.250872942676692
"19","E01000020",0.25997593492462
"20","E01000021",0.226625475764772
"21","E01000022",0.230026985945433
"22","E01000023",0.171823416301827
"23","E01000024",0.180947039056197
"24","E01000025",0.179299899735339
"25","E01000026",0.259639852178551
"26","E01000027",0.426410387837777
"27","E01000028",0.351911928032851
"28","E01000029",0.461346106778919
"29","E01000030",0.400988509959899
"30","E01000031",0.561294689053472
"31","E01000032",0.326806882653034
"32","E01000033",0.148458941137221
"33","E01000034",0.176664946093589
"34","E01000035",0.195980338642303
"35","E01000036",0.217108935180816
"36","E01000037",0.208624060188739
"37","E01000038",0.14734823058764
"38","E01000039",0.200677870847699
"39","E01000040",0.17236799362186
"40","E01000041",0.148626374877276
"41","E01000042",0.139904418156001
"42","E01000043",0.118472211178316
"43","E01000044",0.148999302525111
"44","E01000045",0.144953646769254
"45","E01000046",0.152299102985298
"46","E01000047",0.126812147106032
"47","E01000048",0.1293319183325
"48","E01000049",0.1293319183325
"49","E01000050",0.153991393763232
"50","E01000051",0.147196582098932
"51","E01000052",0.119659241863962
"52","E01000053",0.131609228272577
"53","E01000054",0.157806432670699
"54","E01000055",0.159857206471941
"55","E01000056",0.143819660189541
"56","E01000057",0.167415309958584
"57","E01000058",0.157806432670699
"58","E01000059",0.148197555382815
"59","E01000060",0.176471001019637
"60","E01000061",0.184526532819694
"61","E01000062",0.210821287457944
"62","E01000063",0.234491872880985
"63","E01000064",0.179640114297583
"64","E01000065",0.264292610133383
"65","E01000066",0.137280494818898
"66","E01000067",0.14163312790833
"67","E01000068",0.145575600507859
"68","E01000069",0.148884666898631
"69","E01000070",0.138926426582362
"70","E01000071",0.149850968865587
"71","E01000072",0.132081555244851
"72","E01000073",0.133743047410237
"73","E01000074",0.131867092166961
"74","E01000075",0.13271390000067
"75","E01000076",0.14572334142499
"76","E01000077",0.188560978172221
"77","E01000078",0.228814393987424
"78","E01000079",0.2039849136376
"79","E01000080",0.222607023899968
"80","E01000081",0.241765381283727
"81","E01000082",0.294093347385781
"82","E01000083",0.259635934575821
"83","E01000084",0.142738100139652
"84","E01000085",0.13727864489649
"85","E01000086",0.13727864489649
"86","E01000087",0.119788121000685
"87","E01000088",0.112378386599161
"88","E01000089",0.0669504463307158
"89","E01000090",0.102521869827826
"90","E01000091",0.0921835089035381
"91","E01000092",0.115851364433872
"92","E01000093",0.0681097081875488
"93","E01000094",0.0659220848945829
"94","E01000095",0.100441337096221
"95","E01000096",0.0732152552735446
"96","E01000097",0.290600966998676
"97","E01000098",0.269958917917683
"98","E01000099",0.264303065687684
"99","E01000100",0.245584240252551
"100","E01000101",0.245584240252551
"101","E01000102",0.270684064135369
"102","E01000103",0.163692965881643
"103","E01000104",0.155449281037553
"104","E01000105",0.13727864489649
"105","E01000106",0.185759290923582
"106","E01000107",0.171571737512385
"107","E01000108",0.188340029320207
"108","E01000109",0.238406007581198
"109","E01000110",0.400693789392554
"110","E01000111",0.376884456641011
"111","E01000112",0.263902222483178
"112","E01000113",0.2647591763619
"113","E01000114",0.21534573316224
"114","E01000115",1.25334760550044
"115","E01000116",0.68546068944301
"116","E01000117",1.03270210867131
"117","E01000118",1.17399683995561
"118","E01000119",0.716799730028065
"119","E01000120",0.890236383815175
"120","E01000121",0.413620749847354
"121","E01000122",1.00748660762188
"122","E01000123",0.5231653566127
"123","E01000124",0.694377458408611
"124","E01000125",0.14819908215667
"125","E01000126",0.497148804339496
"126","E01000127",0.305409176205954
"127","E01000128",0.386513474363559
"128","E01000129",0.324619992161408
"129","E01000130",0.524437554991558
"130","E01000131",0.34330694801755
"131","E01000132",0.619767157976866
"132","E01000133",0.799689882911285
"133","E01000134",0.381811363170398
"134","E01000135",1.14677015004378
"135","E01000136",1.76329925631398
"136","E01000137",1.51696586701384
"137","E01000138",1.23481288288582
"138","E01000139",1.21087826364272
"139","E01000140",1.76356843775533
"140","E01000141",0.174560085261716
"141","E01000142",0.663710992058801
"142","E01000143",0.811400438249396
"143","E01000144",1.11868587146988
"144","E01000145",0.869358838973331
"145","E01000146",1.55251628040037
"146","E01000147",0.316710842851972
"147","E01000148",0.354199171016457
"148","E01000149",0.597851005236949
"149","E01000150",0.671264617128964
"150","E01000151",0.864573326360531
"151","E01000152",0.897903808767641
"152","E01000153",0.711170681879599
"153","E01000154",0.767464419992445
"154","E01000155",0.283126926799393
"155","E01000156",1.10468942877943
"156","E01000157",1.02093004252283
"157","E01000158",0.821113019594922
"158","E01000159",1.14903262512302
"159","E01000160",0.58214649528602
"160","E01000161",0.763754015078183
"161","E01000162",0.680097860172864
"162","E01000163",0.801538268904426
"163","E01000164",0.809253312046118
"164","E01000165",0.773106927506958
"165","E01000166",1.08472135445178
"166","E01000167",0.969634269836442
"167","E01000168",0.956887903665474
"168","E01000169",0.883244535676719
"169","E01000170",0.47385684144892
"170","E01000171",1.11985276158507
"171","E01000172",1.44712272971037
"172","E01000173",0.850130001077219
"173","E01000174",0.950148310395879
"174","E01000175",0.739770216574794
"175","E01000176",0.228499123727894
"176","E01000177",0.358479631533576
"177","E01000178",0.785856429350902
"178","E01000179",0.318575283374036
"179","E01000180",0.534015292886979
"180","E01000181",0.612130859577606
"181","E01000182",0.612247821529259
"182","E01000183",0.438288327852657
"183","E01000184",0.773370550419275
"184","E01000185",0.408651443020179
"185","E01000186",0.499906868857734
"186","E01000187",0.879471110987788
"187","E01000188",1.51251544826017
"188","E01000189",0.806003764650239
"189","E01000190",0.629280613538804
"190","E01000191",0.600274476974666
"191","E01000192",0.53889607600731
"192","E01000193",0.439843784410421
"193","E01000194",0.329728815050255
"194","E01000195",1.19628643258148
"195","E01000196",0.942228381342763
"196","E01000197",0.564013577317961
"197","E01000198",0.198850248532735
"198","E01000199",0.657173713471735
"199","E01000200",0.912789924149284
"200","E01000201",0.671848641447396
"201","E01000202",0.782082388292673
"202","E01000203",0.758949801420807
"203","E01000204",0.792758749412808
"204","E01000205",0.553762943770691
"205","E01000206",1.16748924318045
"206","E01000207",0.986840790612416
"207","E01000208",0.570086499871248
"208","E01000209",0.779618939137586
"209","E01000210",0.425032442681896
"210","E01000211",0.709297670360686
"211","E01000212",0.868574351806552
"212","E01000213",1.13867757723029
"213","E01000214",1.90616810528672
"214","E01000215",0.33225264337227
"215","E01000216",0.887728527717676
"216","E01000217",0.889244507606131
"217","E01000218",0.906882703628801
"218","E01000219",0.716902886362119
"219","E01000220",0.735082290073066
"220","E01000221",0.0380660149816708
"221","E01000222",0.55442366324741
"222","E01000223",0.124213350426493
"223","E01000224",0.622753388293425
"224","E01000225",0.87160631158346
"225","E01000226",0.536818597159485
"226","E01000227",0.401143578583673
"227","E01000228",1.57212981709179
"228","E01000229",0.797579930619726
"229","E01000230",0.797579930619726
"230","E01000231",1.35922149858002
"231","E01000232",0.753311671210055
"232","E01000233",0.672493615735297
"233","E01000234",0.976728284974657
"234","E01000235",1.0014930609927
"235","E01000236",0.569609695932663
"236","E01000237",0.623336185201431
"237","E01000238",0.396319312715447
"238","E01000239",0.982459894755072
"239","E01000240",0.969400040474831
"240","E01000241",0.743845753929178
"241","E01000242",0.566677300640109
"242","E01000243",0.716066988071019
"243","E01000244",0.888975590158217
"244","E01000245",0.980257131710273
"245","E01000246",1.51467677718133
"246","E01000247",1.27647633299796
"247","E01000248",0.841970670448156
"248","E01000249",0.778541681674784
"249","E01000250",1.56553295632984
"250","E01000251",0.932160819597953
"251","E01000252",1.09951973125527
"252","E01000253",0.685585226174163
"253","E01000254",0.744198294666728
"254","E01000255",1.10588134536622
"255","E01000256",1.2916536549558
"256","E01000257",0.51559776269616
"257","E01000258",1.54927634608641
"258","E01000259",0.736425047450918
"259","E01000260",1.04574190915035
"260","E01000261",0.899825072720905
"261","E01000262",0.842790564411788
"262","E01000263",1.87967736679639
"263","E01000264",1.49541868652772
"264","E01000265",1.27690276826725
"265","E01000266",1.00181055909553
"266","E01000267",0.790945300067246
"267","E01000268",0.727034972945412
"268","E01000269",0.48479975135893
"269","E01000270",0.682341427295936
"270","E01000271",0.604358733962485
"271","E01000272",1.11675691838117
"272","E01000273",0.785458314619279
"273","E01000274",1.47727116158004
"274","E01000275",0.539403776360886
"275","E01000276",0.695930332949702
"276","E01000277",0.527977398875891
"277","E01000278",0.179710183263321
"278","E01000279",0.582677043445647
"279","E01000280",0.393402890741206
"280","E01000281",0.436182616137036
"281","E01000282",0.310799231405774
"282","E01000283",0.562293936150903
"283","E01000284",0.550941964217594
"284","E01000285",0.824202053170453
"285","E01000286",0.845815430501284
"286","E01000287",0.652077195671971
"287","E01000288",0.704996113721185
"288","E01000289",1.10296085603057
"289","E01000290",1.08859402830834
"290","E01000291",0.953813687906873
"291","E01000292",1.00378469702845
"292","E01000293",1.14689108431304
"293","E01000294",0.86548927049341
"294","E01000295",0.680200553286822
"295","E01000296",0.61347144887053
"296","E01000297",0.458926049226821
"297","E01000298",0.599812654304408
"298","E01000299",0.338522301646008
"299","E01000300",0.104207746915365
"300","E01000301",0.895461215850664
"301","E01000302",0.510715114656864
"302","E01000303",0.637939870414122
"303","E01000304",0.876775428238097
"304","E01000305",0.408329235415267
"305","E01000306",1.01594209948045
"306","E01000307",0.564895677455129
"307","E01000308",0.475274781308106
"308","E01000309",1.35419435009769
"309","E01000310",0.834165088785013
"310","E01000311",0.739691674367394
"311","E01000312",0.412784770106329
"312","E01000313",0.885244522611906
"313","E01000314",0.812091833602022
"314","E01000315",0.899080935374071
"315","E01000316",0.832196064944848
"316","E01000317",0.382466414258931
"317","E01000318",1.05156705968445
"318","E01000319",0.443378841557021
"319","E01000320",0.858819324855904
"320","E01000321",0.57283685637665
"321","E01000322",0.931408544805565
"322","E01000323",0.606230583689296
"323","E01000324",1.02901768977566
"324","E01000325",1.03888902887333
"325","E01000326",1.09024485555377
"326","E01000327",0.542328715418301
"327","E01000328",0.945498914654964
"328","E01000329",1.26407212886501
"329","E01000330",0.773337777012151
"330","E01000331",0.720670056735294
"331","E01000332",1.30106844424531
"332","E01000333",1.09435477717798
"333","E01000334",1.68294426762846
"334","E01000335",0.390917036444944
"335","E01000336",1.21161055149369
"336","E01000337",1.56959953947686
"337","E01000338",1.45625481132527
"338","E01000339",0.673553870718728
"339","E01000340",1.15278720896453
"340","E01000341",0.76534348847652
"341","E01000342",0.665709946665293
"342","E01000343",0.454121843238147
"343","E01000344",0.581898806841713
"344","E01000345",0.558985040872459
"345","E01000346",0.448851732587989
"346","E01000347",0.466112088961436
"347","E01000348",0.413607247146474
"348","E01000349",0.733736015030664
"349","E01000350",0.484680815852594
"350","E01000351",0.397585472777647
"351","E01000352",0.341985196134249
"352","E01000353",0.363406525073513
"353","E01000354",0.172920414888762
"354","E01000355",0.439925245179765
"355","E01000356",0.29197506253465
"356","E01000357",0.375549594913401
"357","E01000358",0.229161153908029
"358","E01000359",0.419706581392109
"359","E01000360",0.500634482476779
"360","E01000361",0.61562485946489
"361","E01000362",0.964969972012786
"362","E01000363",0.745545081943879
"363","E01000364",0.970119571682818
"364","E01000365",0.102393727581394
"365","E01000366",0.277923948088449
"366","E01000367",1.39470222501146
"367","E01000368",1.19366917008037
"368","E01000369",0.923601993327473
"369","E01000370",0.762320806198117
"370","E01000371",1.00304537999108
"371","E01000372",1.24813983687207
"372","E01000373",1.2806212331617
"373","E01000374",0.519167585797055
"374","E01000375",0.597556703316396
"375","E01000376",0.587497128194888
"376","E01000377",0.434253578397213
"377","E01000378",0.547703421190816
"378","E01000379",0.674535347795913
"379","E01000380",0.719361383025491
"380","E01000381",1.01082338018703
"381","E01000382",0.73058715731862
"382","E01000383",1.12027562858372
"383","E01000384",1.16751035883975
"384","E01000385",0.494677616941122
"385","E01000386",0.840369357209228
"386","E01000387",0.401360718490282
"387","E01000388",0.433093148463832
"388","E01000389",0.41922954157382
"389","E01000390",0.49988881356101
"390","E01000391",0.599733006900019
"391","E01000392",0.237399284207994
"392","E01000393",0.264055187500103
"393","E01000394",0.297349305769279
"394","E01000395",1.14228825403981
"395","E01000396",1.11499254879263
"396","E01000397",0.316877984261971
"397","E01000398",1.04103498480023
"398","E01000399",0.923728198051394
"399","E01000400",0.783159821162083
"400","E01000401",0.349008729100761
"401","E01000402",1.09959979471376
"402","E01000403",1.16654024131194
"403","E01000404",0.342474742332072
"404","E01000405",0.960262372255813
"405","E01000406",1.15810229724048
"406","E01000407",1.31057161149175
"407","E01000408",0.540026356214793
"408","E01000409",0.582689295007751
"409","E01000410",0.888596246651938
"410","E01000411",0.788754955038114
"411","E01000412",1.21436843413439
"412","E01000413",0.862648174489736
"413","E01000414",0.447799932763161
"414","E01000415",0.699836842339267
"415","E01000416",1.32897170019415
"416","E01000417",1.87524482757049
"417","E01000418",1.46209456408019
"418","E01000419",0.692716182067383
"419","E01000420",0.684840506261492
"420","E01000421",0.492545921152436
"421","E01000422",0.759292723701769
"422","E01000423",0.9695212717881
"423","E01000424",1.07897046623479
"424","E01000425",0.805205922254741
"425","E01000426",1.15739690073379
"426","E01000427",1.1105050785768
"427","E01000428",1.09295533260162
"428","E01000429",0.453567856672583
"429","E01000430",0.128765698938898
"430","E01000431",0.939361416238509
"431","E01000432",0.742635341958059
"432","E01000433",0.952232983331669
"433","E01000434",0.255245697243714
"434","E01000435",1.06810282119691
"435","E01000436",0.505019229357124
"436","E01000437",0.848824829469927
"437","E01000438",0.797307049430398
"438","E01000439",0.886319812861132
"439","E01000440",0.587133502968992
"440","E01000441",0.549169154363537
"441","E01000442",0.798909471204729
"442","E01000443",0.311542910729474
"443","E01000444",1.20488199429767
"444","E01000445",0.297526408351946
"445","E01000446",0.341195095430537
"446","E01000447",0.621735981700895
"447","E01000448",0.540496061118121
"448","E01000449",0.954272255139692
"449","E01000450",0.749186988990091
"450","E01000451",0.831557090889587
"451","E01000452",0.47039694319211
"452","E01000453",0.521087304992112
"453","E01000454",0.444008056219237
"454","E01000455",0.366637458229861
"455","E01000456",0.401616357961441
"456","E01000457",0.962592469485655
"457","E01000458",0.787963718059563
"458","E01000459",1.01811775730811
"459","E01000460",0.499616864297234
"460","E01000461",0.487962051658875
"461","E01000462",0.569637598622802
"462","E01000463",0.558054186793199
"463","E01000464",1.2351573423233
"464","E01000465",0.938158436308904
"465","E01000466",0.575149497072067
"466","E01000467",0.138765126664383
"467","E01000468",0.0695275142603575
"468","E01000469",0.0585491328755406
"469","E01000470",0.41733596891238
"470","E01000471",0.135235777862712
"471","E01000472",0.458355089987272
"472","E01000473",0.489811851845584
"473","E01000474",0.537763401909391
"474","E01000475",0.330130022252558
"475","E01000476",0.3245117023701
"476","E01000477",0.15849133355532
"477","E01000478",0.111980222170104
"478","E01000479",0.626721012910173
"479","E01000480",0.624700216399115
"480","E01000481",0.655566539872514
"481","E01000482",0.84641412257396
"482","E01000483",0.535642172474469
"483","E01000484",0.641303090721884
"484","E01000485",0.516249466842458
"485","E01000486",0.736150353184883
"486","E01000487",0.462932510487522
"487","E01000488",0.555339598503896
"488","E01000489",0.603997758150053
"489","E01000490",0.827399610853716
"490","E01000491",0.5508139142006
"491","E01000492",0.527225602642747
"492","E01000493",0.632375963624556
"493","E01000494",0.194057746136913
"494","E01000495",0.342604222706084
"495","E01000496",0.57300143830152
"496","E01000497",0.175107069815693
"497","E01000498",0.383682747471351
"498","E01000499",0.315259907730027
"499","E01000500",0.450177598606505
"500","E01000501",0.227467698713468
"501","E01000502",0.72001298035946
"502","E01000503",0.226547773758869
"503","E01000504",0.205082869805925
"504","E01000505",0.381999749517261
"505","E01000506",0.758172677978671
"506","E01000507",0.381999749517261
"507","E01000508",0.526444008636201
"508","E01000509",0.667660783716604
"509","E01000510",0.697831415137293
"510","E01000511",0.631496047629923
"511","E01000512",0.558916629228598
"512","E01000513",0.455180654055911
"513","E01000514",0.456706402842323
"514","E01000515",0.390811586214364
"515","E01000516",0.660787552799994
"516","E01000517",0.767568461322185
"517","E01000518",0.328146005205657
"518","E01000519",0.276181687561493
"519","E01000520",0.0952682013410136
"520","E01000521",0.315882374923774
"521","E01000522",0.413878523864553
"522","E01000523",0.367088896969513
"523","E01000524",0.273509643179435
"524","E01000525",0.30849390225983
"525","E01000526",0.358255106668114
"526","E01000527",0.364880449394164
"527","E01000528",0.421266996528497
"528","E01000529",0.685909839344949
"529","E01000530",0.854288827599504
"530","E01000531",0.921473708671196
"531","E01000532",0.952327110739447
"532","E01000533",0.343478161340225
"533","E01000534",0.652734184384427
"534","E01000535",0.665291350717957
"535","E01000536",0.396598458407347
"536","E01000537",0.380742694391973
"537","E01000538",0.313009558521655
"538","E01000539",0.224163873916779
"539","E01000540",0.443143977462507
"540","E01000541",0.254769904428605
"541","E01000542",0.280739974526466
"542","E01000543",0.445213655547008
"543","E01000544",0.268884265725875
"544","E01000545",0.743855605402798
"545","E01000546",0.743855605402798
"546","E01000547",0.70208360267734
"547","E01000548",0.599616603055892
"548","E01000549",0.70208360267734
"549","E01000550",0.544423534847719
"550","E01000551",0.526753539463658
"551","E01000552",0.268884265725875
"552","E01000553",0.260258421460684
"553","E01000554",0.238036871621541
"554","E01000555",0.275519813732788
"555","E01000556",0.415131450053791
"556","E01000557",0.345956757659652
"557","E01000558",0.390955707604555
"558","E01000559",0.270007251898282
"559","E01000560",0.341731217237644
"560","E01000561",0.629270427903191
"561","E01000562",1.10450149886251
"562","E01000563",0.87441509038048
"563","E01000564",0.503388598187425
"564","E01000565",0.808121404007317
"565","E01000566",0.511081277910224
"566","E01000567",0.869989830485704
"567","E01000568",0.737106991334968
"568","E01000569",0.534159317078623
"569","E01000570",0.232595188172804
"570","E01000571",0.171179021272976
"571","E01000572",0.429930885398093
"572","E01000573",0.213398642094377
"573","E01000574",0.429410688529587
"574","E01000575",0.118597385239797
"575","E01000576",0.35534791847156
"576","E01000577",0.295983438760306
"577","E01000578",0.353245293367184
"578","E01000579",1.11230268429689
"579","E01000580",0.872007593976284
"580","E01000581",0.727129102305624
"581","E01000582",0.887609341770966
"582","E01000583",0.713843248854605
"583","E01000584",0.830629507296665
"584","E01000585",0.983911490299803
"585","E01000586",0.870324260476694
"586","E01000587",0.339434174615782
"587","E01000588",0.320434155291452
"588","E01000589",0.401744093872615
"589","E01000590",0.290726344155983
"590","E01000591",0.542050987411823
"591","E01000592",0.208345126705831
"592","E01000593",0.290099523180208
"593","E01000594",0.439927814049939
"594","E01000595",0.307506855204251
"595","E01000596",0.26631990056583
"596","E01000597",0.225844475627951
"597","E01000598",0.299131335484729
"598","E01000599",0.302726206791531
"599","E01000600",0.258417169200762
"600","E01000601",0.334130155524708
"601","E01000602",0.280786726744956
"602","E01000603",0.32320882957084
"603","E01000604",0.253849799386774
"604","E01000605",0.173039017312228
"605","E01000606",1.08801091752055
"606","E01000607",0.499015024739798
"607","E01000608",0.680130735076965
"608","E01000609",0.698490338121583
"609","E01000610",0.295996646180888
"610","E01000611",0.700261870710145
"611","E01000612",0.570534128373752
"612","E01000613",0.422527039177465
"613","E01000614",0.366331276615478
"614","E01000615",0.468640069867785
"615","E01000616",0.188706233284035
"616","E01000617",0.468035281096061
"617","E01000618",0.385901921697119
"618","E01000619",0.304278644519332
"619","E01000620",0.330025049966225
"620","E01000621",0.489684056251425
"621","E01000622",0.510401741831642
"622","E01000623",0.598038535728627
"623","E01000624",0.403881981805413
"624","E01000625",0.492531787248867
"625","E01000626",0.438047235696165
"626","E01000627",0.615308587073747
"627","E01000628",0.515476749715261
"628","E01000629",0.469633455209777
"629","E01000630",0.310112165059974
"630","E01000631",0.50535080601588
"631","E01000632",0.359318225571031
"632","E01000633",0.346104746533854
"633","E01000634",0.270594455817139
"634","E01000635",0.0932596820930653
"635","E01000636",0.119613724391855
"636","E01000637",0.495596723965564
"637","E01000638",0.484278886388881
"638","E01000639",0.318160071482245
"639","E01000640",0.609193698413866
"640","E01000641",0.546304993834257
"641","E01000642",0.374698672320404
"642","E01000643",0.663047798323836
"643","E01000644",0.609193698413866
"644","E01000645",0.297258577868534
"645","E01000646",0.450943228707995
"646","E01000647",0.541350242747975
"647","E01000648",0.727364430788698
"648","E01000649",0.320675457994357
"649","E01000650",0.468062734978759
"650","E01000651",0.454534973695451
"651","E01000652",0.537355813455318
"652","E01000653",0.718575927420873
"653","E01000654",1.75458785713325
"654","E01000655",1.70193366504746
"655","E01000656",1.35494775217591
"656","E01000657",1.42556006285775
"657","E01000658",1.13174517377545
"658","E01000659",1.25893253501077
"659","E01000660",1.45887374672224
"660","E01000661",0.802332168268489
"661","E01000662",0.307500682357381
"662","E01000663",0.685438503275203
"663","E01000664",0.90569080858318
"664","E01000665",0.827663526568447
"665","E01000666",1.4969139635944
"666","E01000667",1.44900802808145
"667","E01000668",0.510589804241706
"668","E01000669",0.442893430280265
"669","E01000670",0.318478816530348
"670","E01000671",0.445743068747232
"671","E01000672",0.985927359681968
"672","E01000673",0.626193522352661
